timestamp,demand,temperature,hour,day_of_week,month,year,ds,y,day,weekday
2007-12-10,12396.0,30.0,1,0,12,2007,12/10/2007,2007.0,10.0,2.0
2007-12-11,13026.0,26.0,1,1,12,2007,12/11/2007,2007.0,11.0,3.0
2007-12-12,12489.0,36.0,1,2,12,2007,12/12/2007,2007.0,12.0,4.0
2007-12-13,12997.0,28.0,1,3,12,2007,12/13/2007,2007.0,13.0,5.0
2007-12-14,13413.0,24.0,1,4,12,2007,12/14/2007,2007.0,14.0,6.0
2007-12-15,13146.0,30.0,1,5,12,2007,12/15/2007,2007.0,15.0,7.0
2007-12-16,13661.0,19.0,1,6,12,2007,12/16/2007,2007.0,16.0,1.0
2007-12-17,12708.0,31.0,1,0,12,2007,12/17/2007,2007.0,17.0,2.0
2007-12-18,13923.0,19.0,1,1,12,2007,12/18/2007,2007.0,18.0,3.0
2007-12-19,13799.0,21.0,1,2,12,2007,12/19/2007,2007.0,19.0,4.0
2007-12-20,13095.0,31.0,1,3,12,2007,12/20/2007,2007.0,20.0,5.0
2007-12-21,13215.0,29.0,1,4,12,2007,12/21/2007,2007.0,21.0,6.0
2007-12-22,13283.0,24.0,1,5,12,2007,12/22/2007,2007.0,22.0,7.0
2007-12-23,12549.0,34.0,1,6,12,2007,12/23/2007,2007.0,23.0,1.0
2007-12-24,11638.0,51.0,1,0,12,2007,12/24/2007,2007.0,24.0,2.0
2007-12-25,12263.0,32.0,1,1,12,2007,12/25/2007,2007.0,25.0,3.0
2007-12-26,11899.0,28.0,1,2,12,2007,12/26/2007,2007.0,26.0,4.0
2007-12-27,12429.0,33.0,1,3,12,2007,12/27/2007,2007.0,27.0,5.0
2007-12-28,12406.0,33.0,1,4,12,2007,12/28/2007,2007.0,28.0,6.0
2007-12-29,12147.0,36.0,1,5,12,2007,12/29/2007,2007.0,29.0,7.0
2007-12-30,12204.0,34.0,1,6,12,2007,12/30/2007,2007.0,30.0,1.0
2007-12-31,11977.0,33.0,1,0,12,2007,12/31/2007,2007.0,31.0,2.0
2008-01-01,12751.0,27.0,1,1,1,2008,1/1/2008,2008.0,1.0,3.0
2008-01-02,11974.0,28.0,1,2,1,2008,1/2/2008,2008.0,2.0,4.0
2008-01-03,14422.0,9.0,1,3,1,2008,1/3/2008,2008.0,3.0,5.0
2008-01-04,15124.0,3.0,1,4,1,2008,1/4/2008,2008.0,4.0,6.0
2008-01-05,13625.0,25.0,1,5,1,2008,1/5/2008,2008.0,5.0,7.0
2008-01-06,12451.0,36.0,1,6,1,2008,1/6/2008,2008.0,6.0,1.0
2008-01-07,11736.0,38.0,1,0,1,2008,1/7/2008,2008.0,7.0,2.0
2008-01-08,11785.0,43.0,1,1,1,2008,1/8/2008,2008.0,8.0,3.0
2008-01-09,11441.0,48.0,1,2,1,2008,1/9/2008,2008.0,9.0,4.0
2008-01-10,11648.0,42.0,1,3,1,2008,1/10/2008,2008.0,10.0,5.0
2008-01-11,11980.0,36.0,1,4,1,2008,1/11/2008,2008.0,11.0,6.0
2008-01-12,11842.0,38.0,1,5,1,2008,1/12/2008,2008.0,12.0,7.0
2008-01-13,12121.0,31.0,1,6,1,2008,1/13/2008,2008.0,13.0,1.0
2008-01-14,11840.0,35.0,1,0,1,2008,1/14/2008,2008.0,14.0,2.0
2008-01-15,12617.0,27.0,1,1,1,2008,1/15/2008,2008.0,15.0,3.0
2008-01-16,12964.0,25.0,1,2,1,2008,1/16/2008,2008.0,16.0,4.0
2008-01-17,13351.0,20.0,1,3,1,2008,1/17/2008,2008.0,17.0,5.0
2008-01-18,12824.0,30.0,1,4,1,2008,1/18/2008,2008.0,18.0,6.0
2008-01-19,12592.0,30.0,1,5,1,2008,1/19/2008,2008.0,19.0,7.0
2008-01-20,12456.0,31.0,1,6,1,2008,1/20/2008,2008.0,20.0,1.0
2008-01-21,13675.0,15.0,1,0,1,2008,1/21/2008,2008.0,21.0,2.0
2008-01-22,13953.0,16.0,1,1,1,2008,1/22/2008,2008.0,22.0,3.0
2008-01-23,12745.0,34.0,1,2,1,2008,1/23/2008,2008.0,23.0,4.0
2008-01-24,13089.0,24.0,1,3,1,2008,1/24/2008,2008.0,24.0,5.0
2008-01-25,13575.0,19.0,1,4,1,2008,1/25/2008,2008.0,25.0,6.0
2008-01-26,13508.0,21.0,1,5,1,2008,1/26/2008,2008.0,26.0,7.0
2008-01-27,12856.0,25.0,1,6,1,2008,1/27/2008,2008.0,27.0,1.0
2008-01-28,12893.0,23.0,1,0,1,2008,1/28/2008,2008.0,28.0,2.0
2008-01-29,12845.0,27.0,1,1,1,2008,1/29/2008,2008.0,29.0,3.0
2008-01-30,12168.0,37.0,1,2,1,2008,1/30/2008,2008.0,30.0,4.0
2008-01-31,12781.0,28.0,1,3,1,2008,1/31/2008,2008.0,31.0,5.0
2008-02-01,12949.0,26.0,1,4,2,2008,2/1/2008,2008.0,1.0,6.0
2008-02-02,12310.0,40.0,1,5,2,2008,2/2/2008,2008.0,2.0,7.0
2008-02-03,12024.0,35.0,1,6,2,2008,2/3/2008,2008.0,3.0,1.0
2008-02-04,11821.0,33.0,1,0,2,2008,2/4/2008,2008.0,4.0,2.0
2008-02-05,12136.0,34.0,1,1,2,2008,2/5/2008,2008.0,5.0,3.0
2008-02-06,11878.0,40.0,1,2,2,2008,2/6/2008,2008.0,6.0,4.0
2008-02-07,12132.0,35.0,1,3,2,2008,2/7/2008,2008.0,7.0,5.0
2008-02-08,12548.0,28.0,1,4,2,2008,2/8/2008,2008.0,8.0,6.0
2008-02-09,12815.0,27.0,1,5,2,2008,2/9/2008,2008.0,9.0,7.0
2008-02-10,12154.0,33.0,1,6,2,2008,2/10/2008,2008.0,10.0,1.0
2008-02-11,13393.0,13.0,1,0,2,2008,2/11/2008,2008.0,11.0,2.0
2008-02-12,14016.0,16.0,1,1,2,2008,2/12/2008,2008.0,12.0,3.0
2008-02-13,13331.0,23.0,1,2,2,2008,2/13/2008,2008.0,13.0,4.0
2008-02-14,12470.0,35.0,1,3,2,2008,2/14/2008,2008.0,14.0,5.0
2008-02-15,12896.0,28.0,1,4,2,2008,2/15/2008,2008.0,15.0,6.0
2008-02-16,12975.0,24.0,1,5,2,2008,2/16/2008,2008.0,16.0,7.0
2008-02-17,13141.0,19.0,1,6,2,2008,2/17/2008,2008.0,17.0,1.0
2008-02-18,11798.0,42.0,1,0,2,2008,2/18/2008,2008.0,18.0,2.0
2008-02-19,11628.0,38.0,1,1,2,2008,2/19/2008,2008.0,19.0,3.0
2008-02-20,12890.0,25.0,1,2,2,2008,2/20/2008,2008.0,20.0,4.0
2008-02-21,13420.0,20.0,1,3,2,2008,2/21/2008,2008.0,21.0,5.0
2008-02-22,13460.0,20.0,1,4,2,2008,2/22/2008,2008.0,22.0,6.0
2008-02-23,13031.0,25.0,1,5,2,2008,2/23/2008,2008.0,23.0,7.0
2008-02-24,12794.0,23.0,1,6,2,2008,2/24/2008,2008.0,24.0,1.0
2008-02-25,12317.0,26.0,1,0,2,2008,2/25/2008,2008.0,25.0,2.0
2008-02-26,12412.0,29.0,1,1,2,2008,2/26/2008,2008.0,26.0,3.0
2008-02-27,12252.0,35.0,1,2,2,2008,2/27/2008,2008.0,27.0,4.0
2008-02-28,13047.0,21.0,1,3,2,2008,2/28/2008,2008.0,28.0,5.0
2008-02-29,13924.0,12.0,1,4,2,2008,2/29/2008,2008.0,29.0,6.0
2008-03-01,13393.0,23.0,1,5,3,2008,3/1/2008,2008.0,1.0,7.0
2008-03-02,12559.0,29.0,1,6,3,2008,3/2/2008,2008.0,2.0,1.0
2008-03-03,12355.0,25.0,1,0,3,2008,3/3/2008,2008.0,3.0,2.0
2008-03-04,11958.0,41.0,1,1,3,2008,3/4/2008,2008.0,4.0,3.0
2008-03-05,11817.0,37.0,1,2,3,2008,3/5/2008,2008.0,5.0,4.0
2008-03-06,12074.0,33.0,1,3,3,2008,3/6/2008,2008.0,6.0,5.0
2008-03-07,12121.0,32.0,1,4,3,2008,3/7/2008,2008.0,7.0,6.0
2008-03-08,11861.0,38.0,1,5,3,2008,3/8/2008,2008.0,8.0,7.0
2008-03-09,11551.0,45.0,1,6,3,2008,3/9/2008,2008.0,9.0,1.0
2008-03-10,12377.0,26.0,1,0,3,2008,3/10/2008,2008.0,10.0,2.0
2008-03-11,12689.0,28.0,1,1,3,2008,3/11/2008,2008.0,11.0,3.0
2008-03-12,12245.0,34.0,1,2,3,2008,3/12/2008,2008.0,12.0,4.0
2008-03-13,12422.0,32.0,1,3,3,2008,3/13/2008,2008.0,13.0,5.0
2008-03-14,12264.0,33.0,1,4,3,2008,3/14/2008,2008.0,14.0,6.0
2008-03-15,11717.0,40.0,1,5,3,2008,3/15/2008,2008.0,15.0,7.0
2008-03-16,11779.0,36.0,1,6,3,2008,3/16/2008,2008.0,16.0,1.0
2008-03-17,11792.0,35.0,1,0,3,2008,3/17/2008,2008.0,17.0,2.0
2008-03-18,12303.0,31.0,1,1,3,2008,3/18/2008,2008.0,18.0,3.0
2008-03-19,12014.0,35.0,1,2,3,2008,3/19/2008,2008.0,19.0,4.0
2008-03-20,11972.0,38.0,1,3,3,2008,3/20/2008,2008.0,20.0,5.0
2008-03-21,12311.0,34.0,1,4,3,2008,3/21/2008,2008.0,21.0,6.0
2008-03-22,12563.0,29.0,1,5,3,2008,3/22/2008,2008.0,22.0,7.0
2008-03-23,12026.0,32.0,1,6,3,2008,3/23/2008,2008.0,23.0,1.0
2008-03-24,11627.0,30.0,1,0,3,2008,3/24/2008,2008.0,24.0,2.0
2008-03-25,12011.0,32.0,1,1,3,2008,3/25/2008,2008.0,25.0,3.0
2008-03-26,11999.0,36.0,1,2,3,2008,3/26/2008,2008.0,26.0,4.0
2008-03-27,11536.0,40.0,1,3,3,2008,3/27/2008,2008.0,27.0,5.0
2008-03-28,11526.0,42.0,1,4,3,2008,3/28/2008,2008.0,28.0,6.0
2008-03-29,12057.0,34.0,1,5,3,2008,3/29/2008,2008.0,29.0,7.0
2008-03-30,12391.0,26.0,1,6,3,2008,3/30/2008,2008.0,30.0,1.0
2008-03-31,11612.0,32.0,1,0,3,2008,3/31/2008,2008.0,31.0,2.0
2008-04-01,11600.0,48.0,1,1,4,2008,4/1/2008,2008.0,1.0,3.0
2008-04-02,11110.0,54.0,1,2,4,2008,4/2/2008,2008.0,2.0,4.0
2008-04-03,11940.0,33.0,1,3,4,2008,4/3/2008,2008.0,3.0,5.0
2008-04-04,11681.0,38.0,1,4,4,2008,4/4/2008,2008.0,4.0,6.0
2008-04-05,11462.0,41.0,1,5,4,2008,4/5/2008,2008.0,5.0,7.0
2008-04-06,11093.0,42.0,1,6,4,2008,4/6/2008,2008.0,6.0,1.0
2008-04-07,11274.0,38.0,1,0,4,2008,4/7/2008,2008.0,7.0,2.0
2008-04-08,11588.0,37.0,1,1,4,2008,4/8/2008,2008.0,8.0,3.0
2008-04-09,11282.0,39.0,1,2,4,2008,4/9/2008,2008.0,9.0,4.0
2008-04-10,11064.0,47.0,1,3,4,2008,4/10/2008,2008.0,10.0,5.0
2008-04-11,10792.0,51.0,1,4,4,2008,4/11/2008,2008.0,11.0,6.0
2008-04-12,10958.0,46.0,1,5,4,2008,4/12/2008,2008.0,12.0,7.0
2008-04-13,10476.0,48.0,1,6,4,2008,4/13/2008,2008.0,13.0,1.0
2008-04-14,10852.0,37.0,1,0,4,2008,4/14/2008,2008.0,14.0,2.0
2008-04-15,11218.0,40.0,1,1,4,2008,4/15/2008,2008.0,15.0,3.0
2008-04-16,11057.0,41.0,1,2,4,2008,4/16/2008,2008.0,16.0,4.0
2008-04-17,10799.0,46.0,1,3,4,2008,4/17/2008,2008.0,17.0,5.0
2008-04-18,10653.0,46.0,1,4,4,2008,4/18/2008,2008.0,18.0,6.0
2008-04-19,10501.0,57.0,1,5,4,2008,4/19/2008,2008.0,19.0,7.0
2008-04-20,10157.0,50.0,1,6,4,2008,4/20/2008,2008.0,20.0,1.0
2008-04-21,10085.0,50.0,1,0,4,2008,4/21/2008,2008.0,21.0,2.0
2008-04-22,10418.0,50.0,1,1,4,2008,4/22/2008,2008.0,22.0,3.0
2008-04-23,10524.0,54.0,1,2,4,2008,4/23/2008,2008.0,23.0,4.0
2008-04-24,10904.0,63.0,1,3,4,2008,4/24/2008,2008.0,24.0,5.0
2008-04-25,10592.0,54.0,1,4,4,2008,4/25/2008,2008.0,25.0,6.0
2008-04-26,10492.0,53.0,1,5,4,2008,4/26/2008,2008.0,26.0,7.0
2008-04-27,10186.0,49.0,1,6,4,2008,4/27/2008,2008.0,27.0,1.0
2008-04-28,10162.0,47.0,1,0,4,2008,4/28/2008,2008.0,28.0,2.0
2008-04-29,10823.0,50.0,1,1,4,2008,4/29/2008,2008.0,29.0,3.0
2008-04-30,11000.0,43.0,1,2,4,2008,4/30/2008,2008.0,30.0,4.0
2008-05-01,11102.0,39.0,1,3,5,2008,5/1/2008,2008.0,1.0,5.0
2008-05-02,10761.0,47.0,1,4,5,2008,5/2/2008,2008.0,2.0,6.0
2008-05-03,10900.0,46.0,1,5,5,2008,5/3/2008,2008.0,3.0,7.0
2008-05-04,10723.0,44.0,1,6,5,2008,5/4/2008,2008.0,4.0,1.0
2008-05-05,10329.0,48.0,1,0,5,2008,5/5/2008,2008.0,5.0,2.0
2008-05-06,10514.0,51.0,1,1,5,2008,5/6/2008,2008.0,6.0,3.0
2008-05-07,10602.0,58.0,1,2,5,2008,5/7/2008,2008.0,7.0,4.0
2008-05-08,10666.0,60.0,1,3,5,2008,5/8/2008,2008.0,8.0,5.0
2008-05-09,10683.0,57.0,1,4,5,2008,5/9/2008,2008.0,9.0,6.0
2008-05-10,10706.0,47.0,1,5,5,2008,5/10/2008,2008.0,10.0,7.0
2008-05-11,10352.0,49.0,1,6,5,2008,5/11/2008,2008.0,11.0,1.0
2008-05-12,10079.0,48.0,1,0,5,2008,5/12/2008,2008.0,12.0,2.0
2008-05-13,10762.0,49.0,1,1,5,2008,5/13/2008,2008.0,13.0,3.0
2008-05-14,10564.0,52.0,1,2,5,2008,5/14/2008,2008.0,14.0,4.0
2008-05-15,10569.0,54.0,1,3,5,2008,5/15/2008,2008.0,15.0,5.0
2008-05-16,10685.0,55.0,1,4,5,2008,5/16/2008,2008.0,16.0,6.0
2008-05-17,10594.0,49.0,1,5,5,2008,5/17/2008,2008.0,17.0,7.0
2008-05-18,10343.0,56.0,1,6,5,2008,5/18/2008,2008.0,18.0,1.0
2008-05-19,10075.0,52.0,1,0,5,2008,5/19/2008,2008.0,19.0,2.0
2008-05-20,10620.0,48.0,1,1,5,2008,5/20/2008,2008.0,20.0,3.0
2008-05-21,10605.0,50.0,1,2,5,2008,5/21/2008,2008.0,21.0,4.0
2008-05-22,10526.0,50.0,1,3,5,2008,5/22/2008,2008.0,22.0,5.0
2008-05-23,10686.0,48.0,1,4,5,2008,5/23/2008,2008.0,23.0,6.0
2008-05-24,10490.0,54.0,1,5,5,2008,5/24/2008,2008.0,24.0,7.0
2008-05-25,10186.0,53.0,1,6,5,2008,5/25/2008,2008.0,25.0,1.0
2008-05-26,10031.0,57.0,1,0,5,2008,5/26/2008,2008.0,26.0,2.0
2008-05-27,10330.0,64.0,1,1,5,2008,5/27/2008,2008.0,27.0,3.0
2008-05-28,10903.0,56.0,1,2,5,2008,5/28/2008,2008.0,28.0,4.0
2008-05-29,10608.0,52.0,1,3,5,2008,5/29/2008,2008.0,29.0,5.0
2008-05-30,10820.0,62.0,1,4,5,2008,5/30/2008,2008.0,30.0,6.0
2008-05-31,10948.0,63.0,1,5,5,2008,5/31/2008,2008.0,31.0,7.0
2008-06-01,10787.0,62.0,1,6,6,2008,6/1/2008,2008.0,1.0,1.0
2008-06-02,10621.0,61.0,1,0,6,2008,6/2/2008,2008.0,2.0,2.0
2008-06-03,11409.0,61.0,1,1,6,2008,6/3/2008,2008.0,3.0,3.0
2008-06-04,11708.0,67.0,1,2,6,2008,6/4/2008,2008.0,4.0,4.0
2008-06-05,10959.0,58.0,1,3,6,2008,6/5/2008,2008.0,5.0,5.0
2008-06-06,11052.0,58.0,1,4,6,2008,6/6/2008,2008.0,6.0,6.0
2008-06-07,10948.0,58.0,1,5,6,2008,6/7/2008,2008.0,7.0,7.0
2008-06-08,13795.0,75.0,1,6,6,2008,6/8/2008,2008.0,8.0,1.0
2008-06-09,14650.0,75.0,1,0,6,2008,6/9/2008,2008.0,9.0,2.0
2008-06-10,16001.0,74.0,1,1,6,2008,6/10/2008,2008.0,10.0,3.0
2008-06-11,15700.0,73.0,1,2,6,2008,6/11/2008,2008.0,11.0,4.0
2008-06-12,13622.0,70.0,1,3,6,2008,6/12/2008,2008.0,12.0,5.0
2008-06-13,12179.0,62.0,1,4,6,2008,6/13/2008,2008.0,13.0,6.0
2008-06-14,12481.0,66.0,1,5,6,2008,6/14/2008,2008.0,14.0,7.0
2008-06-15,12812.0,66.0,1,6,6,2008,6/15/2008,2008.0,15.0,1.0
2008-06-16,11310.0,59.0,1,0,6,2008,6/16/2008,2008.0,16.0,2.0
2008-06-17,11636.0,61.0,1,1,6,2008,6/17/2008,2008.0,17.0,3.0
2008-06-18,11757.0,60.0,1,2,6,2008,6/18/2008,2008.0,18.0,4.0
2008-06-19,11446.0,59.0,1,3,6,2008,6/19/2008,2008.0,19.0,5.0
2008-06-20,11752.0,64.0,1,4,6,2008,6/20/2008,2008.0,20.0,6.0
2008-06-21,11809.0,62.0,1,5,6,2008,6/21/2008,2008.0,21.0,7.0
2008-06-22,12340.0,66.0,1,6,6,2008,6/22/2008,2008.0,22.0,1.0
2008-06-23,12334.0,68.0,1,0,6,2008,6/23/2008,2008.0,23.0,2.0
2008-06-24,12618.0,66.0,1,1,6,2008,6/24/2008,2008.0,24.0,3.0
2008-06-25,12008.0,64.0,1,2,6,2008,6/25/2008,2008.0,25.0,4.0
2008-06-26,12588.0,67.0,1,3,6,2008,6/26/2008,2008.0,26.0,5.0
2008-06-27,12780.0,68.0,1,4,6,2008,6/27/2008,2008.0,27.0,6.0
2008-06-28,13562.0,70.0,1,5,6,2008,6/28/2008,2008.0,28.0,7.0
2008-06-29,12758.0,66.0,1,6,6,2008,6/29/2008,2008.0,29.0,1.0
2008-06-30,13715.0,72.0,1,0,6,2008,6/30/2008,2008.0,30.0,2.0
2008-07-01,14039.0,71.0,1,1,7,2008,7/1/2008,2008.0,1.0,3.0
2008-07-02,13579.0,68.0,1,2,7,2008,7/2/2008,2008.0,2.0,4.0
2008-07-03,13077.0,68.0,1,3,7,2008,7/3/2008,2008.0,3.0,5.0
2008-07-04,13380.0,69.0,1,4,7,2008,7/4/2008,2008.0,4.0,6.0
2008-07-05,11895.0,65.0,1,5,7,2008,7/5/2008,2008.0,5.0,7.0
2008-07-06,11994.0,66.0,1,6,7,2008,7/6/2008,2008.0,6.0,1.0
2008-07-07,13250.0,71.0,1,0,7,2008,7/7/2008,2008.0,7.0,2.0
2008-07-08,15246.0,74.0,1,1,7,2008,7/8/2008,2008.0,8.0,3.0
2008-07-09,15845.0,75.0,1,2,7,2008,7/9/2008,2008.0,9.0,4.0
2008-07-10,15806.0,75.0,1,3,7,2008,7/10/2008,2008.0,10.0,5.0
2008-07-11,13528.0,68.0,1,4,7,2008,7/11/2008,2008.0,11.0,6.0
2008-07-12,13439.0,70.0,1,5,7,2008,7/12/2008,2008.0,12.0,7.0
2008-07-13,13525.0,70.0,1,6,7,2008,7/13/2008,2008.0,13.0,1.0
2008-07-14,14061.0,72.0,1,0,7,2008,7/14/2008,2008.0,14.0,2.0
2008-07-15,13683.0,69.0,1,1,7,2008,7/15/2008,2008.0,15.0,3.0
2008-07-16,14033.0,69.0,1,2,7,2008,7/16/2008,2008.0,16.0,4.0
2008-07-17,14579.0,71.0,1,3,7,2008,7/17/2008,2008.0,17.0,5.0
2008-07-18,15200.0,72.0,1,4,7,2008,7/18/2008,2008.0,18.0,6.0
2008-07-19,15358.0,70.0,1,5,7,2008,7/19/2008,2008.0,19.0,7.0
2008-07-20,15404.0,74.0,1,6,7,2008,7/20/2008,2008.0,20.0,1.0
2008-07-21,14980.0,73.0,1,0,7,2008,7/21/2008,2008.0,21.0,2.0
2008-07-22,14742.0,70.0,1,1,7,2008,7/22/2008,2008.0,22.0,3.0
2008-07-23,13939.0,68.0,1,2,7,2008,7/23/2008,2008.0,23.0,4.0
2008-07-24,13440.0,69.0,1,3,7,2008,7/24/2008,2008.0,24.0,5.0
2008-07-25,13424.0,69.0,1,4,7,2008,7/25/2008,2008.0,25.0,6.0
2008-07-26,13569.0,68.0,1,5,7,2008,7/26/2008,2008.0,26.0,7.0
2008-07-27,13504.0,71.0,1,6,7,2008,7/27/2008,2008.0,27.0,1.0
2008-07-28,12271.0,65.0,1,0,7,2008,7/28/2008,2008.0,28.0,2.0
2008-07-29,13980.0,70.0,1,1,7,2008,7/29/2008,2008.0,29.0,3.0
2008-07-30,14240.0,71.0,1,2,7,2008,7/30/2008,2008.0,30.0,4.0
2008-07-31,14682.0,72.0,1,3,7,2008,7/31/2008,2008.0,31.0,5.0
2008-08-01,14767.0,70.0,1,4,8,2008,8/1/2008,2008.0,1.0,6.0
2008-08-02,14427.0,70.0,1,5,8,2008,8/2/2008,2008.0,2.0,7.0
2008-08-03,12945.0,67.0,1,6,8,2008,8/3/2008,2008.0,3.0,1.0
2008-08-04,12668.0,68.0,1,0,8,2008,8/4/2008,2008.0,4.0,2.0
2008-08-05,13558.0,70.0,1,1,8,2008,8/5/2008,2008.0,5.0,3.0
2008-08-06,13156.0,67.0,1,2,8,2008,8/6/2008,2008.0,6.0,4.0
2008-08-07,12536.0,65.0,1,3,8,2008,8/7/2008,2008.0,7.0,5.0
2008-08-08,12423.0,64.0,1,4,8,2008,8/8/2008,2008.0,8.0,6.0
2008-08-09,12072.0,63.0,1,5,8,2008,8/9/2008,2008.0,9.0,7.0
2008-08-10,12063.0,65.0,1,6,8,2008,8/10/2008,2008.0,10.0,1.0
2008-08-11,11942.0,64.0,1,0,8,2008,8/11/2008,2008.0,11.0,2.0
2008-08-12,12020.0,63.0,1,1,8,2008,8/12/2008,2008.0,12.0,3.0
2008-08-13,12165.0,65.0,1,2,8,2008,8/13/2008,2008.0,13.0,4.0
2008-08-14,12714.0,66.0,1,3,8,2008,8/14/2008,2008.0,14.0,5.0
2008-08-15,12796.0,67.0,1,4,8,2008,8/15/2008,2008.0,15.0,6.0
2008-08-16,12523.0,65.0,1,5,8,2008,8/16/2008,2008.0,16.0,7.0
2008-08-17,11837.0,63.0,1,6,8,2008,8/17/2008,2008.0,17.0,1.0
2008-08-18,12638.0,70.0,1,0,8,2008,8/18/2008,2008.0,18.0,2.0
2008-08-19,14021.0,73.0,1,1,8,2008,8/19/2008,2008.0,19.0,3.0
2008-08-20,11662.0,59.0,1,2,8,2008,8/20/2008,2008.0,20.0,4.0
2008-08-21,11506.0,59.0,1,3,8,2008,8/21/2008,2008.0,21.0,5.0
2008-08-22,12185.0,65.0,1,4,8,2008,8/22/2008,2008.0,22.0,6.0
2008-08-23,12480.0,65.0,1,5,8,2008,8/23/2008,2008.0,23.0,7.0
2008-08-24,12076.0,64.0,1,6,8,2008,8/24/2008,2008.0,24.0,1.0
2008-08-25,12381.0,67.0,1,0,8,2008,8/25/2008,2008.0,25.0,2.0
2008-08-26,12204.0,62.0,1,1,8,2008,8/26/2008,2008.0,26.0,3.0
2008-08-27,11438.0,59.0,1,2,8,2008,8/27/2008,2008.0,27.0,4.0
2008-08-28,11774.0,63.0,1,3,8,2008,8/28/2008,2008.0,28.0,5.0
2008-08-29,11920.0,62.0,1,4,8,2008,8/29/2008,2008.0,29.0,6.0
2008-08-30,12338.0,69.0,1,5,8,2008,8/30/2008,2008.0,30.0,7.0
2008-08-31,12409.0,69.0,1,6,8,2008,8/31/2008,2008.0,31.0,1.0
2008-09-01,11329.0,64.0,1,0,9,2008,9/1/2008,2008.0,1.0,2.0
2008-09-02,11410.0,67.0,1,1,9,2008,9/2/2008,2008.0,2.0,3.0
2008-09-03,12202.0,64.0,1,2,9,2008,9/3/2008,2008.0,3.0,4.0
2008-09-04,12396.0,65.0,1,3,9,2008,9/4/2008,2008.0,4.0,5.0
2008-09-05,14127.0,72.0,1,4,9,2008,9/5/2008,2008.0,5.0,6.0
2008-09-06,14046.0,71.0,1,5,9,2008,9/6/2008,2008.0,6.0,7.0
2008-09-07,13714.0,70.0,1,6,9,2008,9/7/2008,2008.0,7.0,1.0
2008-09-08,11764.0,64.0,1,0,9,2008,9/8/2008,2008.0,8.0,2.0
2008-09-09,12086.0,64.0,1,1,9,2008,9/9/2008,2008.0,9.0,3.0
2008-09-10,11657.0,61.0,1,2,9,2008,9/10/2008,2008.0,10.0,4.0
2008-09-11,10973.0,54.0,1,3,9,2008,9/11/2008,2008.0,11.0,5.0
2008-09-12,11062.0,58.0,1,4,9,2008,9/12/2008,2008.0,12.0,6.0
2008-09-13,11262.0,63.0,1,5,9,2008,9/13/2008,2008.0,13.0,7.0
2008-09-14,11817.0,66.0,1,6,9,2008,9/14/2008,2008.0,14.0,1.0
2008-09-15,12773.0,73.0,1,0,9,2008,9/15/2008,2008.0,15.0,2.0
2008-09-16,11840.0,61.0,1,1,9,2008,9/16/2008,2008.0,16.0,3.0
2008-09-17,11151.0,57.0,1,2,9,2008,9/17/2008,2008.0,17.0,4.0
2008-09-18,11147.0,59.0,1,3,9,2008,9/18/2008,2008.0,18.0,5.0
2008-09-19,10773.0,51.0,1,4,9,2008,9/19/2008,2008.0,19.0,6.0
2008-09-20,10677.0,47.0,1,5,9,2008,9/20/2008,2008.0,20.0,7.0
2008-09-21,10405.0,52.0,1,6,9,2008,9/21/2008,2008.0,21.0,1.0
2008-09-22,10668.0,61.0,1,0,9,2008,9/22/2008,2008.0,22.0,2.0
2008-09-23,10649.0,50.0,1,1,9,2008,9/23/2008,2008.0,23.0,3.0
2008-09-24,10633.0,51.0,1,2,9,2008,9/24/2008,2008.0,24.0,4.0
2008-09-25,10689.0,53.0,1,3,9,2008,9/25/2008,2008.0,25.0,5.0
2008-09-26,10775.0,56.0,1,4,9,2008,9/26/2008,2008.0,26.0,6.0
2008-09-27,11157.0,61.0,1,5,9,2008,9/27/2008,2008.0,27.0,7.0
2008-09-28,11236.0,65.0,1,6,9,2008,9/28/2008,2008.0,28.0,1.0
2008-09-29,11262.0,66.0,1,0,9,2008,9/29/2008,2008.0,29.0,2.0
2008-09-30,11193.0,61.0,1,1,9,2008,9/30/2008,2008.0,30.0,3.0
2008-10-01,11028.0,60.0,1,2,10,2008,10/1/2008,2008.0,1.0,4.0
2008-10-02,11115.0,59.0,1,3,10,2008,10/2/2008,2008.0,2.0,5.0
2008-10-03,10684.0,47.0,1,4,10,2008,10/3/2008,2008.0,3.0,6.0
2008-10-04,10840.0,47.0,1,5,10,2008,10/4/2008,2008.0,4.0,7.0
2008-10-05,10434.0,47.0,1,6,10,2008,10/5/2008,2008.0,5.0,1.0
2008-10-06,10419.0,48.0,1,0,10,2008,10/6/2008,2008.0,6.0,2.0
2008-10-07,10872.0,43.0,1,1,10,2008,10/7/2008,2008.0,7.0,3.0
2008-10-08,10746.0,46.0,1,2,10,2008,10/8/2008,2008.0,8.0,4.0
2008-10-09,10757.0,57.0,1,3,10,2008,10/9/2008,2008.0,9.0,5.0
2008-10-10,10891.0,60.0,1,4,10,2008,10/10/2008,2008.0,10.0,6.0
2008-10-11,10603.0,53.0,1,5,10,2008,10/11/2008,2008.0,11.0,7.0
2008-10-12,10412.0,53.0,1,6,10,2008,10/12/2008,2008.0,12.0,1.0
2008-10-13,10121.0,53.0,1,0,10,2008,10/13/2008,2008.0,13.0,2.0
2008-10-14,10366.0,55.0,1,1,10,2008,10/14/2008,2008.0,14.0,3.0
